Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date,Expected_ROI,ROI_Deviation
141285,Innovate Industries,Search,Men 25-34,15 days,Facebook,0.16,7002.0,2.83,Miami,Spanish,481,1756,9,Foodies,30-01-2021,14.632547567186496,-11.802547567186496
141366,TechCorp,Search,Men 25-34,60 days,Instagram,0.11,5120.0,5.63,Miami,Mandarin,673,6313,9,Fashionistas,21-04-2021,20.01115196590622,-14.38115196590622
141564,DataTech Solutions,Email,Men 25-34,45 days,Email,0.24,6971.0,2.02,Miami,French,453,6906,10,Foodies,5/11/2021,16.330687142836165,-14.310687142836166
141679,TechCorp,Social Media,Men 25-34,15 days,Website,0.16,6931.0,2.66,Chicago,Mandarin,508,5459,9,Foodies,28-02-2021,14.782440927058124,-12.122440927058124
141780,Innovate Industries,Email,Men 25-34,45 days,YouTube,0.2,6265.0,4.35,Chicago,Spanish,142,4122,9,Tech Enthusiasts,9/6/2021,16.353886363198697,-12.003886363198697
141845,DataTech Solutions,Display,Men 25-34,60 days,Website,0.18,7249.0,3.19,Chicago,English,236,9961,10,Tech Enthusiasts,13-08-2021,15.704403376011992,-12.514403376011993
141883,DataTech Solutions,Influencer,Men 25-34,30 days,Email,0.23,5980.0,3.44,New York,Mandarin,242,9757,10,Fashionistas,20-09-2021,19.036993323195805,-15.596993323195806
141922,DataTech Solutions,Influencer,Men 25-34,15 days,Website,0.15,5456.0,4.33,Los Angeles,German,227,7123,10,Foodies,29-10-2021,20.865326259661092,-16.53532625966109
142196,DataTech Solutions,Search,Men 25-34,45 days,YouTube,0.11,5033.0,7.75,Chicago,English,601,4977,9,Outdoor Adventurers,30-07-2021,20.357062997305754,-12.607062997305754
142539,Alpha Innovations,Email,Men 25-34,45 days,Instagram,0.24,5122.0,4.24,New York,Mandarin,961,3394,9,Tech Enthusiasts,8/7/2021,20.003338161936714,-15.763338161936714
142563,TechCorp,Influencer,Men 25-34,60 days,YouTube,0.14,6891.0,3.47,Miami,French,937,2687,10,Tech Enthusiasts,1/8/2021,16.520275732507752,-13.050275732507751
142592,Innovate Industries,Social Media,Men 25-34,15 days,Google Ads,0.16,5136.0,5.29,New York,French,139,8317,10,Fashionistas,30-08-2021,22.165346587365836,-16.875346587365836
142684,TechCorp,Search,Men 25-34,45 days,Facebook,0.11,6567.0,2.93,Houston,Mandarin,998,3644,10,Fashionistas,30-11-2021,17.33534644018744,-14.40534644018744
142773,TechCorp,Display,Men 25-34,30 days,Instagram,0.15,5385.0,4.61,Miami,French,974,1018,9,Foodies,27-02-2021,19.026387755884837,-14.416387755884838
142903,Innovate Industries,Social Media,Men 25-34,45 days,Google Ads,0.15,5555.0,7.06,Houston,German,466,8966,10,Health & Wellness,7/7/2021,20.493468959983964,-13.433468959983966
143135,Alpha Innovations,Display,Men 25-34,45 days,Website,0.21,5386.0,2.24,Miami,English,175,8849,9,Foodies,24-02-2021,19.022855192246535,-16.782855192246537
143209,DataTech Solutions,Search,Men 25-34,60 days,YouTube,0.22,5196.0,2.62,Los Angeles,French,182,4535,7,Foodies,9/5/2021,15.336576992089618,-12.716576992089617
143335,NexGen Systems,Search,Men 25-34,30 days,Website,0.24,6434.0,6.05,Miami,German,845,8867,10,Fashionistas,12/9/2021,17.693692892867723,-11.643692892867723
143411,Alpha Innovations,Email,Men 25-34,30 days,Facebook,0.2,5172.0,7.79,New York,Spanish,129,1826,10,Outdoor Adventurers,27-11-2021,22.011063432465377,-14.221063432465378
143441,TechCorp,Influencer,Men 25-34,15 days,Google Ads,0.13,6901.0,2.78,Los Angeles,Spanish,368,2000,10,Fashionistas,27-12-2021,16.49633677332429,-13.716336773324292
143469,DataTech Solutions,Email,Men 25-34,45 days,Website,0.16,5169.0,3.53,New York,French,442,4981,8,Tech Enthusiasts,24-01-2021,17.61907062452481,-14.08907062452481
143518,DataTech Solutions,Social Media,Men 25-34,30 days,Email,0.22,5102.0,6.5,Chicago,German,492,6053,8,Foodies,14-03-2021,17.850446110969962,-11.350446110969962
143763,DataTech Solutions,Display,Men 25-34,15 days,Instagram,0.18,5106.0,3.07,Chicago,English,115,4160,7,Fashionistas,14-11-2021,15.6069044361335,-12.536904436133499
143926,Alpha Innovations,Display,Men 25-34,30 days,Google Ads,0.16,7651.0,3.22,Los Angeles,Mandarin,934,6454,10,Outdoor Adventurers,26-04-2021,14.879260236924704,-11.659260236924704
144201,TechCorp,Display,Men 25-34,15 days,Instagram,0.2,5412.0,7.11,Los Angeles,French,436,2445,10,Foodies,26-01-2021,21.034963058520127,-13.924963058520127
144328,TechCorp,Social Media,Men 25-34,60 days,Google Ads,0.24,5843.0,2.74,New York,English,995,1565,10,Health & Wellness,2/6/2021,19.48335103075662,-16.74335103075662
144419,Innovate Industries,Influencer,Men 25-34,45 days,Facebook,0.24,5277.0,5.07,Houston,German,403,3614,9,Health & Wellness,1/9/2021,19.41578511757435,-14.345785117574351
144601,NexGen Systems,Display,Men 25-34,15 days,Google Ads,0.17,5973.0,3.19,Houston,Spanish,902,2013,8,Fashionistas,2/3/2021,15.247442835789176,-12.057442835789177
144691,Innovate Industries,Social Media,Men 25-34,60 days,YouTube,0.16,5438.0,7.27,New York,Mandarin,651,3759,9,Fashionistas,31-05-2021,18.840952200338332,-11.570952200338333
144899,TechCorp,Influencer,Men 25-34,30 days,YouTube,0.15,7042.0,4.82,Houston,French,875,8537,10,Tech Enthusiasts,25-12-2021,16.166035227593145,-11.346035227593145
144982,TechCorp,Display,Men 25-34,15 days,Email,0.18,6609.0,4.13,New York,English,828,8837,10,Outdoor Adventurers,18-03-2021,17.225180825043264,-13.095180825043265
145239,Alpha Innovations,Email,Men 25-34,30 days,Website,0.23,6340.0,4.7,Houston,Mandarin,974,7300,9,Foodies,30-11-2021,16.160425562372215,-11.460425562372215
145303,TechCorp,Influencer,Men 25-34,15 days,YouTube,0.18,5469.0,2.56,Chicago,English,428,2458,10,Health & Wellness,2/2/2021,20.815728665699567,-18.255728665699568
145319,DataTech Solutions,Social Media,Men 25-34,45 days,Facebook,0.13,5501.0,6.79,Miami,German,759,8784,10,Fashionistas,18-02-2021,20.694640987586062,-13.904640987586063
145500,Innovate Industries,Search,Men 25-34,60 days,Facebook,0.13,5450.0,2.36,Miami,Spanish,209,9034,10,Foodies,18-08-2021,20.888297261047875,-18.528297261047875
145617,Alpha Innovations,Influencer,Men 25-34,30 days,Instagram,0.19,5359.0,6.04,Miami,Mandarin,461,4236,9,Fashionistas,13-12-2021,19.11869715720094,-13.078697157200942
145629,NexGen Systems,Influencer,Men 25-34,15 days,Google Ads,0.14,5205.0,5.37,New York,German,821,8409,9,Fashionistas,25-12-2021,19.684360819488923,-14.314360819488922
145788,NexGen Systems,Social Media,Men 25-34,15 days,Instagram,0.13,5999.0,2.94,Miami,English,978,8545,9,Foodies,2/6/2021,17.079029515825948,-14.139029515825948
145927,Alpha Innovations,Search,Men 25-34,30 days,YouTube,0.2,5611.0,7.2,Houston,Spanish,658,3137,10,Foodies,19-10-2021,20.28893603149366,-13.08893603149366
145987,NexGen Systems,Search,Men 25-34,45 days,Google Ads,0.21,6909.0,4.3,Chicago,Mandarin,615,4339,10,Outdoor Adventurers,18-12-2021,16.477235500464744,-12.177235500464743
146099,TechCorp,Display,Men 25-34,30 days,Google Ads,0.22,5324.0,5.22,Los Angeles,French,406,9160,9,Foodies,9/4/2021,19.24438355849734,-14.024383558497341
146186,TechCorp,Influencer,Men 25-34,60 days,Website,0.14,5554.0,4.37,Los Angeles,English,811,8895,9,Health & Wellness,5/7/2021,18.447442935801195,-14.077442935801194
146197,DataTech Solutions,Influencer,Men 25-34,15 days,Google Ads,0.24,5482.0,2.83,New York,Mandarin,483,7028,9,Outdoor Adventurers,16-07-2021,18.68972967264499,-15.85972967264499
146438,NexGen Systems,Social Media,Men 25-34,30 days,Website,0.16,5553.0,6.66,New York,Mandarin,937,6486,9,Outdoor Adventurers,14-03-2021,18.450765003680868,-11.790765003680868
146554,Innovate Industries,Display,Men 25-34,15 days,YouTube,0.13,6162.0,2.88,New York,French,738,4934,9,Foodies,8/7/2021,16.62724733291786,-13.747247332917862
146556,NexGen Systems,Search,Men 25-34,15 days,Facebook,0.14,5024.0,5.25,New York,Mandarin,293,9066,10,Tech Enthusiasts,10/7/2021,22.65947851765743,-17.40947851765743
146641,TechCorp,Social Media,Men 25-34,15 days,Google Ads,0.22,5105.0,2.7,New York,French,375,6462,7,Tech Enthusiasts,3/10/2021,15.60996161623852,-12.909961616238519
146750,DataTech Solutions,Display,Men 25-34,60 days,Instagram,0.17,5367.0,5.34,Los Angeles,German,377,7969,8,Foodies,20-01-2021,16.9690657831505,-11.629065783150502
146910,Alpha Innovations,Social Media,Men 25-34,60 days,Website,0.13,6799.0,2.84,Houston,Spanish,837,8864,10,Tech Enthusiasts,29-06-2021,16.74381821925444,-13.90381821925444
147052,NexGen Systems,Email,Men 25-34,45 days,Email,0.2,6551.0,2.47,Miami,Spanish,615,5105,10,Foodies,18-11-2021,17.37768586058784,-14.907685860587838
147201,TechCorp,Influencer,Men 25-34,30 days,Instagram,0.22,6356.0,3.35,Chicago,German,670,6277,9,Tech Enthusiasts,16-04-2021,16.11974481835114,-12.76974481835114
147226,DataTech Solutions,Social Media,Men 25-34,45 days,Instagram,0.12,5749.0,3.65,Chicago,German,389,5639,10,Outdoor Adventurers,11/5/2021,19.801916867752816,-16.151916867752817
147545,NexGen Systems,Search,Men 25-34,60 days,Instagram,0.13,5420.0,5.36,Los Angeles,Spanish,387,1458,10,Foodies,26-03-2021,21.00391514256659,-15.643915142566591
147595,Innovate Industries,Search,Men 25-34,15 days,Email,0.14,6557.0,4.34,Chicago,German,922,8506,10,Tech Enthusiasts,15-05-2021,17.361784363689328,-13.021784363689328
148135,DataTech Solutions,Search,Men 25-34,15 days,Google Ads,0.2,6518.0,3.49,Houston,Mandarin,713,3510,10,Health & Wellness,6/11/2021,17.465667393788113,-13.975667393788113
148579,Alpha Innovations,Social Media,Men 25-34,45 days,YouTube,0.12,6478.0,2.97,New York,Mandarin,586,2960,10,Outdoor Adventurers,24-01-2021,17.573513441295297,-14.603513441295297
148815,NexGen Systems,Display,Men 25-34,30 days,Google Ads,0.19,6142.0,6.67,Chicago,English,277,1763,10,Outdoor Adventurers,17-09-2021,18.534877901776444,-11.864877901776444
148861,DataTech Solutions,Search,Men 25-34,30 days,YouTube,0.15,5091.0,4.86,New York,Mandarin,557,4208,8,Health & Wellness,2/11/2021,17.889015136155713,-13.029015136155714
148956,TechCorp,Social Media,Men 25-34,15 days,Email,0.16,5774.0,6.96,Houston,French,721,9024,10,Health & Wellness,5/2/2021,19.71617943760148,-12.756179437601478
149102,NexGen Systems,Search,Men 25-34,60 days,Instagram,0.14,5245.0,5.39,New York,German,861,2819,10,Fashionistas,1/7/2021,21.7047130739201,-16.3147130739201
149158,Innovate Industries,Email,Men 25-34,30 days,Facebook,0.13,7158.0,2.5,Los Angeles,English,137,3102,10,Foodies,26-08-2021,15.904054215243214,-13.404054215243214
149260,TechCorp,Influencer,Men 25-34,45 days,Email,0.2,5371.0,5.99,Miami,French,415,6829,10,Foodies,6/12/2021,21.195535295608067,-15.205535295608067
149443,DataTech Solutions,Social Media,Men 25-34,30 days,Website,0.19,5723.0,3.79,Chicago,Mandarin,421,8283,8,Health & Wellness,7/6/2021,15.913502718533765,-12.123502718533764
149658,Alpha Innovations,Email,Men 25-34,15 days,Facebook,0.21,6908.0,2.94,New York,English,504,7817,9,Outdoor Adventurers,8/1/2021,14.831658666103047,-11.891658666103048
149696,Alpha Innovations,Influencer,Men 25-34,30 days,YouTube,0.14,7680.0,2.18,New York,French,634,8625,10,Outdoor Adventurers,15-02-2021,14.823075530300901,-12.643075530300901
149988,NexGen Systems,Social Media,Men 25-34,60 days,YouTube,0.18,5114.0,7.61,New York,Mandarin,182,5207,10,Outdoor Adventurers,4/12/2021,22.260700053326342,-14.650700053326343
150085,Innovate Industries,Display,Men 25-34,60 days,Website,0.13,5637.0,5.11,New York,French,790,7279,9,Health & Wellness,11/3/2021,18.17582012869254,-13.06582012869254
150220,Innovate Industries,Email,Men 25-34,30 days,Email,0.15,5551.0,3.34,Chicago,German,332,3244,9,Foodies,24-07-2021,18.457412730217953,-15.117412730217954
151383,Innovate Industries,Social Media,Men 25-34,60 days,Website,0.21,7194.0,3.4,New York,French,391,1235,10,Health & Wellness,30-09-2021,15.824467622005967,-12.424467622005967
151597,Innovate Industries,Influencer,Men 25-34,45 days,Facebook,0.12,5234.0,7.25,Chicago,German,844,5484,9,Tech Enthusiasts,2/5/2021,19.57529577100494,-12.325295771004939
151685,NexGen Systems,Influencer,Men 25-34,15 days,YouTube,0.17,5147.0,5.35,Miami,English,104,9918,10,Outdoor Adventurers,29-07-2021,22.11797553384708,-16.76797553384708
151703,TechCorp,Display,Men 25-34,15 days,Facebook,0.22,6415.0,4.84,Miami,English,488,2761,10,Foodies,16-08-2021,17.746098218661096,-12.906098218661096
151886,Innovate Industries,Display,Men 25-34,45 days,Google Ads,0.12,6310.0,2.62,New York,German,533,1918,8,Foodies,15-02-2021,14.43311823425812,-11.81311823425812
152027,DataTech Solutions,Influencer,Men 25-34,45 days,Website,0.22,5008.0,6.32,Chicago,French,324,1874,10,Outdoor Adventurers,6/7/2021,22.73187301771384,-16.41187301771384
152183,DataTech Solutions,Email,Men 25-34,45 days,Google Ads,0.11,6716.0,4.3,Los Angeles,Spanish,555,6373,10,Health & Wellness,9/12/2021,16.950747479557908,-12.650747479557907
152304,Innovate Industries,Search,Men 25-34,45 days,Facebook,0.22,6573.0,5.79,Chicago,German,726,1571,10,Health & Wellness,9/4/2021,17.319522299210547,-11.529522299210548
152710,DataTech Solutions,Influencer,Men 25-34,60 days,Email,0.21,6672.0,2.24,Los Angeles,German,689,4916,10,Outdoor Adventurers,20-05-2021,17.062532984519024,-14.822532984519023
152748,TechCorp,Email,Men 25-34,30 days,Facebook,0.16,6974.0,4.0,New York,Mandarin,395,6991,10,Foodies,27-06-2021,16.323662184214356,-12.323662184214356
152978,Innovate Industries,Social Media,Men 25-34,15 days,YouTube,0.23,6523.0,5.0,Miami,German,495,6342,10,Foodies,12/2/2021,17.45227963708584,-12.45227963708584
153055,DataTech Solutions,Influencer,Men 25-34,30 days,Facebook,0.22,7351.0,2.24,Miami,English,141,1859,9,Foodies,30-04-2021,13.937844927960802,-11.697844927960801
153074,NexGen Systems,Display,Men 25-34,60 days,Instagram,0.11,7372.0,2.57,Miami,German,416,1914,9,Tech Enthusiasts,19-05-2021,13.898141354508931,-11.328141354508931
153108,TechCorp,Social Media,Men 25-34,30 days,Google Ads,0.21,6178.0,3.43,Los Angeles,Mandarin,199,7425,8,Health & Wellness,22-06-2021,14.741498228903973,-11.311498228903973
153631,TechCorp,Social Media,Men 25-34,45 days,Email,0.11,8390.0,2.24,Houston,German,785,7679,10,Fashionistas,27-11-2021,13.56867938888092,-11.32867938888092
153634,Innovate Industries,Search,Men 25-34,30 days,Email,0.19,5125.0,3.66,Houston,German,341,2598,10,Fashionistas,30-11-2021,22.21292098979725,-18.55292098979725
153806,DataTech Solutions,Social Media,Men 25-34,30 days,Email,0.13,6129.0,4.35,New York,French,556,1520,9,Health & Wellness,21-05-2021,16.716772404215998,-12.366772404215999
154304,TechCorp,Email,Men 25-34,30 days,YouTube,0.16,7079.0,2.23,Houston,Spanish,711,2070,9,Tech Enthusiasts,1/10/2021,14.473385798197464,-12.243385798197464
154485,Alpha Innovations,Email,Men 25-34,30 days,Instagram,0.15,6436.0,2.32,Houston,German,268,5602,8,Foodies,31-03-2021,14.150555633649589,-11.830555633649588
154965,DataTech Solutions,Social Media,Men 25-34,30 days,Google Ads,0.16,7159.0,2.57,Houston,Mandarin,905,4136,9,Foodies,24-07-2021,14.311649401514156,-11.741649401514156
155154,DataTech Solutions,Influencer,Men 25-34,45 days,Google Ads,0.15,5072.0,3.0,New York,English,772,1622,9,Outdoor Adventurers,29-01-2021,20.20053195296527,-17.20053195296527
155172,NexGen Systems,Social Media,Men 25-34,45 days,Google Ads,0.15,5123.0,7.43,Los Angeles,German,160,9941,10,Foodies,16-02-2021,22.221592830901997,-14.791592830901998
155278,Alpha Innovations,Social Media,Men 25-34,30 days,YouTube,0.23,6034.0,2.76,New York,Spanish,119,1220,10,Foodies,2/6/2021,18.866625799256035,-16.106625799256037
155464,Alpha Innovations,Email,Men 25-34,45 days,YouTube,0.13,6374.0,3.23,Chicago,Mandarin,927,4087,9,Outdoor Adventurers,5/12/2021,16.074223104085323,-12.844223104085323
155593,DataTech Solutions,Email,Men 25-34,30 days,YouTube,0.15,5667.0,2.4,Los Angeles,Spanish,377,3896,8,Outdoor Adventurers,13-04-2021,16.070756318716914,-13.670756318716913
155729,Innovate Industries,Search,Men 25-34,45 days,Instagram,0.13,5244.0,4.0,Los Angeles,German,371,2661,10,Health & Wellness,27-08-2021,21.708852035223288,-17.708852035223288
155807,DataTech Solutions,Social Media,Men 25-34,60 days,YouTube,0.13,6069.0,2.97,Los Angeles,French,193,8712,9,Outdoor Adventurers,13-11-2021,16.882039556012497,-13.912039556012497
155881,Innovate Industries,Display,Men 25-34,60 days,Website,0.16,5839.0,4.01,Los Angeles,French,345,3322,10,Health & Wellness,26-01-2021,19.496698077189745,-15.486698077189745
156382,Innovate Industries,Display,Men 25-34,45 days,Facebook,0.16,5659.0,4.61,Miami,Mandarin,383,2814,9,Foodies,11/6/2021,18.105159580392268,-13.495159580392269
156392,Innovate Industries,Email,Men 25-34,60 days,YouTube,0.23,6329.0,3.08,Miami,French,866,7279,9,Fashionistas,21-06-2021,16.188512887571473,-13.108512887571473
156449,NexGen Systems,Social Media,Men 25-34,30 days,Facebook,0.16,5415.0,5.23,Los Angeles,French,472,7761,9,Health & Wellness,17-08-2021,18.92097840543672,-13.69097840543672
156669,NexGen Systems,Social Media,Men 25-34,45 days,Email,0.17,6213.0,2.33,Miami,French,767,4727,9,Tech Enthusiasts,25-03-2021,16.490760995564113,-14.160760995564113
157077,Alpha Innovations,Influencer,Men 25-34,30 days,Instagram,0.17,5982.0,3.47,Los Angeles,Mandarin,469,8321,9,Tech Enthusiasts,7/5/2021,17.127565708030733,-13.657565708030733
157367,TechCorp,Social Media,Men 25-34,60 days,Email,0.17,6245.0,2.62,Miami,Spanish,614,3915,8,Fashionistas,21-02-2021,14.583342843581864,-11.963342843581863
157378,NexGen Systems,Email,Men 25-34,30 days,Google Ads,0.14,5491.0,2.69,Miami,German,562,5175,7,Outdoor Adventurers,4/3/2021,14.512630495519513,-11.822630495519514
158413,Innovate Industries,Email,Men 25-34,30 days,Website,0.13,6650.0,3.19,Los Angeles,Mandarin,500,6326,9,Outdoor Adventurers,3/1/2021,15.407082415855616,-12.217082415855616
158584,Innovate Industries,Social Media,Men 25-34,15 days,Facebook,0.21,5213.0,5.98,Chicago,Spanish,155,9705,10,Fashionistas,23-06-2021,21.83794745304257,-15.85794745304257
158935,TechCorp,Display,Men 25-34,45 days,Website,0.14,5764.0,7.91,New York,Mandarin,593,1598,10,Outdoor Adventurers,9/6/2021,19.75038516181661,-11.84038516181661
159044,DataTech Solutions,Search,Men 25-34,30 days,Google Ads,0.19,7604.0,3.31,New York,Spanish,807,4324,10,Health & Wellness,26-09-2021,14.97122831045646,-11.66122831045646
159085,NexGen Systems,Search,Men 25-34,15 days,Website,0.23,5703.0,2.62,New York,Spanish,294,5512,8,Outdoor Adventurers,6/11/2021,15.969310197820224,-13.349310197820223
159273,Innovate Industries,Social Media,Men 25-34,15 days,Email,0.14,5492.0,3.34,Houston,German,497,8750,8,Foodies,13-05-2021,16.58284341918586,-13.24284341918586
159350,Alpha Innovations,Display,Men 25-34,15 days,Website,0.13,6939.0,2.39,Houston,Spanish,462,1185,9,Fashionistas,29-07-2021,14.765398193607124,-12.375398193607124
159417,Innovate Industries,Display,Men 25-34,30 days,Facebook,0.15,7062.0,3.32,Houston,English,161,6606,10,Foodies,4/10/2021,16.12025206353879,-12.800252063538789
159559,NexGen Systems,Email,Men 25-34,60 days,YouTube,0.13,5523.0,6.78,Chicago,French,975,5393,10,Outdoor Adventurers,23-02-2021,20.612207146969205,-13.832207146969203
160071,Alpha Innovations,Influencer,Men 25-34,60 days,Facebook,0.21,7129.0,3.04,Miami,Mandarin,115,1253,10,Tech Enthusiasts,20-07-2021,15.968750185539475,-12.928750185539474
160257,NexGen Systems,Social Media,Men 25-34,30 days,YouTube,0.12,5547.0,6.08,Houston,English,493,1178,10,Health & Wellness,22-01-2021,20.52302507169838,-14.443025071698381
160415,DataTech Solutions,Influencer,Men 25-34,15 days,Google Ads,0.2,5026.0,5.49,Los Angeles,German,598,5474,8,Foodies,29-06-2021,18.12036929131889,-12.63036929131889
160715,NexGen Systems,Social Media,Men 25-34,45 days,Facebook,0.22,6683.0,3.08,Los Angeles,Spanish,112,2847,9,Outdoor Adventurers,25-04-2021,15.331003750626941,-12.251003750626941
160983,Innovate Industries,Display,Men 25-34,60 days,Google Ads,0.23,5630.0,2.83,New York,Mandarin,355,8898,7,Foodies,18-01-2021,14.154325763924982,-11.324325763924982
